filename,Tema,Narasi,Makna moral
011-Giving-Loving-Kindness-leads-to-a-Long-Life-Original.jpg,Kasih sayang dan kemurahan hati,"Di sudut kanan relief, tampak seorang yang sakit dikelilingi oleh orang-orang penuh kasih sayang, yang dengan hati tulus merawatnya. Di tengah, suasana menjadi lebih hangat ketika pembagian makanan berlangsung; para miskin menerima dengan penuh semangat dan rasa syukur. Momen ini menggambarkan betapa besar kekuatan kasih dalam menyembuhkan luka dan menguatkan jiwa. Di sebelah kiri, tampak pangeran duduk bersama permaisuri dan ketiga anak mereka, menikmati kebahagiaan dan kedamaian keluarga yang harmonis. Para pelayan setia menanti di sekitarnya, melambangkan kelimpahan hasil dari sikap dermawan. Di lantai, dua orang tampak berbicara akrab, mungkin membahas alasan di balik kemakmuran pangeran yang berasal dari kasih dan kebaikan hati. Kasih sayang tidak hanya menghangatkan yang lemah, tapi juga membuka jalan bagi keberkahan yang panjang dan abadi. Dari penderitaan dan memberi, muncul kekuatan hidup yang nyata dan berkelanjutan. Kisah ini mengingatkan kita bahwa berbagi dengan hati adalah kunci meraih hidup yang penuh makna dan umur panjang. Kasih sayang menyalakan cahaya harapan dalam kegelapan, menjadikan dunia lebih baik bagi semua.","Kasih sayang dan kemurahan hati membawa berkah dan umur panjang, memperkuat ikatan kemanusiaan dan kehidupan."
012-Giving-Food-to-Others-in-Need-leads-to-a-Long-Life-Original.jpg,Dermawan dan kemurahan hati,"Di kanan relief, terlihat sekelompok besar orang datang membawa minuman untuk seorang biksu atau orang suci yang duduk dengan tenang di mimbar. Sosok suci itu tidak memamerkan kekayaan, melainkan ketenangan dan kerendahan hati yang memancarkan kebijaksanaan. Tindakan memberi ini bukan sekadar ritual, tapi wujud nyata dari kemurahan hati yang tulus. Di sisi kiri, dipisahkan oleh pohon yang rindang, seorang pria kaya duduk megah bersama dua selirnya di takhta yang megah. Para pelayan dan pengunjung berdiri serta duduk di dekatnya, memperlihatkan suasana damai dan hormat. Kemurahan hati sang pria kaya itu telah membuahkan hasil; hidupnya penuh kemakmuran dan kehormatan. Melalui pemberian, dia menunjukkan bahwa kekayaan sejati bukan hanya tentang harta benda, tapi juga tentang kebaikan hati. Cerita ini mengajarkan bahwa memberi dengan tulus dapat membuka jalan bagi umur panjang dan kebahagiaan. Dermawan tidak hanya membawa manfaat bagi penerima, tapi juga bagi dirinya sendiri. Sebuah kehidupan yang dipenuhi kemurahan hati adalah kehidupan yang penuh berkah dan kedamaian.
",Kemurahan hati dan memberi kepada yang membutuhkan membawa keberkahan dan umur panjang.
013-Slapping-leads-to-Much-Illness-Original.jpg,Kekerasan dan akibat buruknya,"Di paling kanan, terlihat dua orang berdiri dengan sikap dominan, memukuli seseorang yang terbaring tak berdaya di lantai. Di sampingnya, ada kelompok lain di mana satu orang bersantai di mimbar sementara yang lain sedang berkelahi, tampak jelas dia menikmati kekerasan yang terjadi di depannya. Ketegangan dan rasa takut merambat di udara, memperlihatkan bagaimana kekerasan menjadi tontonan yang diterima tanpa rasa kasihan. Dalam adegan ketiga, dua anak laki-laki terlihat mengganggu orang tua mereka, sebuah perilaku yang mencerminkan ketidakpedulian dan kekacauan dalam keluarga. Di sisi kiri relief, akibat dari kekerasan dan perilaku buruk ini terlihat jelas; beberapa orang memegangi bagian tubuhnya yang sakit, menahan rasa sakit yang muncul dari luka dan penyakit. Wajah mereka menunjukkan penderitaan yang mendalam, akibat dari luka fisik dan luka batin yang tak terlihat. Ini adalah peringatan nyata bahwa kekerasan membawa lebih dari sekadar luka fisik — ia membawa penyakit dan kesengsaraan yang berkepanjangan. Pelajaran dari relief ini adalah bahwa kekerasan hanya menimbulkan penderitaan yang tidak perlu dan merusak tubuh serta jiwa. Masyarakat yang menyaksikan dan menikmati kekerasan sama buruknya dengan pelaku itu sendiri. Kedamaian dan kasih sayang adalah jalan menuju kesehatan dan kehidupan yang sejahtera.","Kekerasan tidak hanya melukai fisik, tetapi juga membawa penyakit dan penderitaan yang berkepanjangan.
"
014-Giving-what-is-not-Medicine-leads-to-Much-Illness-Original.jpg,Menolong dengan niat salah dan akibatnya,"Di paling kanan, dua orang berdiri di atas orang lain yang mengangkat tangannya untuk melindungi diri dari pukulan yang tak berbelas kasih. Di dekatnya, seseorang sedang menuang cairan dari kendi ke dalam tempayan, namun cairan itu bukan obat yang menyembuhkan, melainkan hanya ilusi yang menambah penderitaan. Adegan berikutnya memperlihatkan seseorang yang mengarahkan istrinya kepada musuh-musuhnya, dengan ekspresi puas yang menandakan kebencian dan dendam. Ketiga adegan ini menggambarkan bagaimana niat buruk dan tindakan yang salah dalam menolong justru memperburuk keadaan. Di sisi kiri relief, tampak sepasang suami-istri dengan dua anak mereka yang tampak malang dan penuh penderitaan, akibat dari perbuatan mereka sendiri. Wajah-wajah mereka yang letih dan sedih menjadi cermin akibat dari salah memilih bantuan dan jalan hidup yang keliru. Cerita ini mengingatkan kita bahwa bukan semua bantuan itu membawa kebaikan, apalagi jika didasari oleh niat buruk atau ketidaktahuan. Bantulah dengan hati tulus dan ilmu yang benar agar tidak menimbulkan luka baru. Hidup yang sehat dan damai lahir dari tindakan yang benar dan penuh kasih. Sebaliknya, salah langkah bisa membawa penyakit dan penderitaan berkepanjangan.
",Memberikan bantuan yang salah dan niat buruk hanya menambah penderitaan dan penyakit dalam hidup.
015-Giving-Indigestible-Food-leads-to-Much-Illness-Original.jpg,Memberi makanan tanpa perhatian membawa penderitaan,"Di sisi kanan relief, terlihat seseorang yang sedang memasak dengan centong besar di tangannya, mengaduk sesuatu dalam kuali besar. Makanan yang dimasak itu tampak biasa, tapi mungkin bukan makanan yang tepat untuk dimakan, bahkan bisa jadi sulit dicerna tubuh. Di tengah, seorang pria tampak berbaring lemah di lengan orang lain, jelas menunjukkan rasa sakit dan ketidaknyamanan setelah makan sesuatu yang tidak cocok. Kisah ini seolah mengingatkan bahwa memberi makan tanpa perhatian pada kualitas dan kebutuhan bisa membawa penyakit. Kemungkinan naskah yang digunakan para pemahat berbeda dari naskah yang kita punya sekarang, tapi intinya sama: makan berlebihan atau makanan yang salah dapat menyebabkan penyakit. Di ujung kiri relief, dua orang duduk dengan tubuh kurus kering, mencerminkan akibat dari makanan yang tidak sehat. Cerita ini mengajarkan kita bahwa memberi makan bukan sekadar memenuhi perut, tapi harus dengan kasih dan perhatian. Memberikan makanan yang tak bisa dicerna sama saja dengan membawa penderitaan pada yang menerima. Hidup sehat berawal dari kebijaksanaan dalam memilih dan memberikan yang terbaik. Jangan sampai niat baik membawa dampak buruk bagi orang lain.",Memberikan sesuatu tanpa perhatian dan kebijaksanaan dapat membawa lebih banyak bahaya daripada manfaat.
016-Praising-Ceasing-from-Beating-leads-to-Little-Illness-Original.jpg,Menghentikan Kekerasan Membawa Kesehatan dan Damai,"Di sisi kanan relief, seorang guru duduk dengan penuh wibawa, mengajarkan murid-muridnya tentang pentingnya menahan diri dari memukul orang lain. Ia berbicara dengan suara lembut namun tegas, menyemangati semua untuk memilih jalan damai. Di tengah, terlihat sekelompok orang bijak yang duduk bersama, membahas dan memuji mereka yang berhasil menghentikan kekerasan dalam hidupnya. Mereka saling berbagi pengalaman tentang bagaimana kesabaran dan pengendalian diri membawa kedamaian batin. Di sisi kiri, hasil dari ajaran itu terlihat jelas: pasangan muda berbaring dengan nyaman di atas bantal empuk, menikmati kesehatan dan ketenangan yang luar biasa. Teman-teman mereka menyaksikan dengan senyum penuh harap, menandakan kehidupan yang penuh harmoni. Cerita ini mengajarkan bahwa kekerasan hanya membawa luka, sementara menahan diri membawa penyembuhan. Menghentikan kebiasaan memukul bukan hanya baik bagi orang lain, tapi juga untuk diri sendiri. Kesehatan dan kedamaian tumbuh subur di lingkungan tanpa kekerasan. Semua bisa hidup lebih lama dan lebih bahagia dengan memilih kasih dan kesabaran.",Menahan diri dari kekerasan membawa kedamaian dan kesehatan yang lebih baik bagi diri sendiri dan orang lain.
017-Praising-Ceasing-from-Beating-leads-to-Little-Illness-Original.jpg,Memuji Kesabaran dan Menghentikan Kekerasan Membawa Kemakmuran,"Di dua adegan kanan, terlihat percakapan penuh makna antara para tetua dan orang bijak yang saling memberi dorongan untuk menahan diri dari kekerasan. Mereka saling memuji mereka yang berhasil mengendalikan amarah dan tidak memukul sesama, sebagai jalan menuju hidup yang lebih baik. Percakapan itu seperti pengingat penting bahwa kedamaian lahir dari kesabaran dan pengertian. Di sisi kiri relief, terpisah oleh sebuah pohon besar, tampak adegan kemakmuran yang indah. Seorang pangeran duduk santai dengan kaki kanannya menjuntai, menunjukkan ketenangan dan kekuatan yang dimilikinya. Permaisuri setia di sampingnya, memberikan dukungan penuh. Di sekitar mereka, para pendamping duduk tenang, menikmati suasana damai dan makmur. Ini adalah buah dari hidup tanpa kekerasan dan penuh pengendalian diri. Mereka yang memuji penghentian kekerasan akan menikmati hidup yang sejahtera dan penuh berkah. Cerita ini mengingatkan kita bahwa menghargai kedamaian dan kesabaran adalah jalan menuju kebahagiaan sejati.
",Menghentikan kekerasan dan memuji kesabaran membawa kemakmuran dan kehidupan yang harmonis.
018-Attending-to-Sick-Parents-leads-to-Little-Illness-Original.jpg,Merawat Orangtua Membawa Kesehatan dan Kebahagiaan,"Di sisi kanan relief, tampak sekelompok anak dengan penuh kasih sayang merawat orangtua mereka yang sedang sakit. Mereka menggendong dan mendukung orang yang mereka cintai, menunjukkan pengabdian tanpa syarat. Suasana penuh perhatian dan kelembutan itu menghangatkan hati siapa saja yang melihatnya. Tindakan sederhana ini bukan hanya bentuk bakti, tapi juga simbol kekuatan keluarga. Di sisi kiri, terlihat hasil dari kasih sayang tersebut: seorang pangeran duduk dengan tenang di tengah para bangsawan, menikmati hidup bebas dari penyakit. Di bawah mimbar, dua anak kecil bermain riang, menunjukkan kehidupan yang penuh harapan dan kebahagiaan. Kasih sayang dan perhatian kepada orang tua membawa ketenangan dan kesehatan bagi seluruh keluarga. Kebaikan hati dalam merawat sesama membawa berkah yang nyata. Cerita ini mengajarkan bahwa rasa hormat dan pengabdian kepada orang tua adalah kunci umur panjang dan hidup bahagia. Setiap langkah merawat adalah investasi cinta yang menghasilkan kebahagiaan sejati.","Merawat orang tua dengan kasih sayang membawa kesehatan, kebahagiaan, dan kehidupan yang harmonis."
019-Giving-Effective-Medicine-leads-to-Little-Illness-Original.jpg,Memberikan Obat yang Manjur Membawa Kesehatan dan Kebahagiaan,"Di sisi kanan relief, tampak beberapa orang dengan penuh perhatian merawat seorang yang sedang sakit. Ada yang memijat kepalanya dengan lembut, sementara yang lain mengoleskan minyak obat di tubuhnya. Perawatan yang penuh kasih dan ketelatenan itu menjadi bukti betapa pentingnya kesembuhan yang tulus. Mereka memberikan obat yang manjur dan penuh harapan bagi si sakit. Di sisi kiri, hasil dari usaha tersebut tergambar jelas: seorang lelaki duduk dengan nyaman, dikelilingi oleh para selir yang memijatnya dan para pelayan yang mengelilinginya dengan penuh hormat. Ia menikmati hidup yang sehat dan bahagia berkat perawatan yang baik. Kisah ini menunjukkan bagaimana tindakan peduli dan tepat dapat membawa kesehatan yang berkelanjutan. Perawatan yang benar adalah kunci untuk hidup panjang dan bahagia. Setiap sentuhan penuh perhatian menyembuhkan bukan hanya tubuh, tetapi juga jiwa. Dari kisah ini, kita belajar bahwa kepedulian yang tulus akan membawa hasil yang baik dan berkah hidup.","Memberikan perawatan yang tepat dan penuh kasih membawa kesehatan, kebahagiaan, dan kehidupan yang berkualitas."
020-Giving-Digestible-Food-leads-to-Little-Illness-Original.jpg,Memberikan Makanan yang Dapat Dicerna Membawa Kesehatan dan Kebahagiaan,"Di sisi kanan relief, terlihat seseorang sedang memberikan makanan yang mudah dicerna, mungkin juga menghindari makan berlebihan. Meski gambarnya samar, niat baik ini jelas terlihat membawa kedamaian. Di tengah, tiga orang duduk di mimbar dengan wajah sehat dan ceria. Sekeliling mereka, para brahmana bersuka ria menari dengan penuh semangat, merayakan kebahagiaan dan kesehatan. Mungkin di antara mereka ada yang mendapatkan obat yang manjur, menambah semangat hidup mereka. Suasana riang ini menunjukkan betapa pentingnya menjaga keseimbangan dalam makan dan minum. Di sisi kiri, seorang pria duduk bersama para selirnya, menikmati hasil dari kebiasaan hidup sehatnya. Meski adegan ini tidak terlalu terpisah, hubungan sebab dan akibatnya terasa kuat. Dari sini, kita belajar bahwa makanan yang tepat dan pola hidup yang seimbang membawa kesehatan dan kebahagiaan. Kebijaksanaan dalam memilih asupan memberi dampak yang positif bagi tubuh dan jiwa. Hidup yang sederhana dan penuh kesadaran akan membawa berkah dan ketenangan.","Memberikan dan mengonsumsi makanan yang tepat serta tidak berlebihan membawa kesehatan dan kebahagiaan dalam hidup.
"
021-Anger-leads-to-Ugliness-Original.jpg,Kemarahan yang Melahirkan Keburukan dan Penderitaan,"Di panel paling kanan, tampak tiga orang dengan wajah penuh kemarahan, salah satunya mengangkat tongkat seolah hendak menyerang. Mereka bertindak karena amarah yang membara tanpa kendali. Di tengah relief, dua orang berdiri mengejek dan mencemooh sosok yang digambarkan buruk rupa, menambah luka hati dan memperparah situasi. Kebencian mereka tampak nyata, menciptakan suasana penuh permusuhan. Di sebelah kiri, terlihat banyak sosok dengan wajah dan rupa yang buruk, duduk dan berdiri bersama, menandakan akibat dari kemarahan yang terus dipupuk. Keadaan mereka yang kini menyedihkan adalah hasil dari perilaku amarah dan cemoohan yang tak terkendali. Ukiran tulisan “virūpa” menguatkan makna buruk rupa sebagai simbol penderitaan yang muncul dari hati yang penuh dendam. Panel ini mengingatkan kita bahwa kemarahan tak hanya merusak orang lain, tapi juga merusak diri sendiri. Dengan mengendalikan emosi, kita bisa menghindari kehancuran dan luka batin. Kemarahan yang dibiarkan tumbuh hanya akan menimbulkan penderitaan yang mendalam.","Kemarahan dan cemoohan yang tidak terkendali membawa keburukan dan penderitaan, baik bagi diri sendiri maupun orang lain.
"
